InstanceType,AcceleratorName,AcceleratorCount,vCPUs,MemoryGiB,GpuInfo,Price,SpotPrice,Region,AvailabilityZone,Arch,LocalDiskType,NVMeSupported,LocalDiskSize,LocalDiskCount
r8g.xlarge,,,4.0,32.0,,0.23564,0.130700,us-east-1,use1-az1,arm64,,False,,
r8g.xlarge,,,4.0,32.0,,0.23564,0.128100,us-east-1,use1-az2,arm64,,False,,
r8g.xlarge,,,4.0,32.0,,0.23564,0.127300,us-east-1,use1-az4,arm64,,False,,
r8g.xlarge,,,4.0,32.0,,0.23564,0.100100,us-east-1,use1-az5,arm64,,False,,
r8g.xlarge,,,4.0,32.0,,0.23564,0.119200,us-east-1,use1-az6,arm64,,False,,
r8g.xlarge,,,4.0,32.0,,0.23564,0.103700,us-east-2,use2-az1,arm64,,False,,
r8g.xlarge,,,4.0,32.0,,0.23564,0.121400,us-east-2,use2-az2,arm64,,False,,
r8g.xlarge,,,4.0,32.0,,0.23564,0.097400,us-east-2,use2-az3,arm64,,False,,
r8g.xlarge,,,4.0,32.0,,0.2618,0.100600,us-west-1,usw1-az1,arm64,,False,,
r8g.xlarge,,,4.0,32.0,,0.2618,0.105100,us-west-1,usw1-az3,arm64,,False,,
r8g.xlarge,,,4.0,32.0,,0.23564,0.082800,us-west-2,usw2-az1,arm64,,False,,
r8g.xlarge,,,4.0,32.0,,0.23564,0.090100,us-west-2,usw2-az2,arm64,,False,,
r8g.xlarge,,,4.0,32.0,,0.23564,0.087800,us-west-2,usw2-az3,arm64,,False,,
r8g.xlarge,,,4.0,32.0,,0.23564,0.086500,us-west-2,usw2-az4,arm64,,False,,
r8gb.12xlarge,,,48.0,384.0,,4.37232,1.423000,us-east-1,use1-az2,arm64,,False,,
r8gb.12xlarge,,,48.0,384.0,,4.37232,1.740800,us-east-1,use1-az4,arm64,,False,,
r8gb.12xlarge,,,48.0,384.0,,4.37232,1.369900,us-east-1,use1-az6,arm64,,False,,
r8gb.12xlarge,,,48.0,384.0,,4.37232,1.030600,us-west-2,usw2-az1,arm64,,False,,
r8gb.12xlarge,,,48.0,384.0,,4.37232,1.052200,us-west-2,usw2-az2,arm64,,False,,
r8gb.12xlarge,,,48.0,384.0,,4.37232,1.053600,us-west-2,usw2-az3,arm64,,False,,
r8gb.16xlarge,,,64.0,512.0,,5.82976,1.910100,us-east-1,use1-az2,arm64,,False,,
r8gb.16xlarge,,,64.0,512.0,,5.82976,2.259200,us-east-1,use1-az4,arm64,,False,,
r8gb.16xlarge,,,64.0,512.0,,5.82976,2.035700,us-east-1,use1-az6,arm64,,False,,
r8gb.16xlarge,,,64.0,512.0,,5.82976,1.426200,us-west-2,usw2-az1,arm64,,False,,
r8gb.16xlarge,,,64.0,512.0,,5.82976,1.151600,us-west-2,usw2-az2,arm64,,False,,
r8gb.16xlarge,,,64.0,512.0,,5.82976,1.165300,us-west-2,usw2-az3,arm64,,False,,
r8gb.24xlarge,,,96.0,768.0,,8.74464,3.067400,us-east-1,use1-az2,arm64,,False,,
r8gb.24xlarge,,,96.0,768.0,,8.74464,2.821500,us-east-1,use1-az4,arm64,,False,,
r8gb.24xlarge,,,96.0,768.0,,8.74464,2.726800,us-east-1,use1-az6,arm64,,False,,
r8gb.24xlarge,,,96.0,768.0,,8.74464,1.537400,us-west-2,usw2-az1,arm64,,False,,
r8gb.24xlarge,,,96.0,768.0,,8.74464,2.726400,us-west-2,usw2-az2,arm64,,False,,
r8gb.24xlarge,,,96.0,768.0,,8.74464,2.547900,us-west-2,usw2-az3,arm64,,False,,
r8gb.2xlarge,,,8.0,64.0,,0.72872,0.447900,us-east-1,use1-az2,arm64,,False,,
r8gb.2xlarge,,,8.0,64.0,,0.72872,0.504300,us-east-1,use1-az4,arm64,,False,,
r8gb.2xlarge,,,8.0,64.0,,0.72872,0.443500,us-east-1,use1-az6,arm64,,False,,
r8gb.2xlarge,,,8.0,64.0,,0.72872,0.243700,us-west-2,usw2-az1,arm64,,False,,
r8gb.2xlarge,,,8.0,64.0,,0.72872,0.220600,us-west-2,usw2-az2,arm64,,False,,
r8gb.2xlarge,,,8.0,64.0,,0.72872,0.306000,us-west-2,usw2-az3,arm64,,False,,
r8gb.48xlarge,,,192.0,1536.0,,17.48928,8.171300,us-east-1,use1-az2,arm64,,False,,
r8gb.48xlarge,,,192.0,1536.0,,17.48928,8.171300,us-east-1,use1-az4,arm64,,False,,
r8gb.48xlarge,,,192.0,1536.0,,17.48928,8.171300,us-east-1,use1-az6,arm64,,False,,
r8gb.48xlarge,,,192.0,1536.0,,17.48928,9.312000,us-west-2,usw2-az1,arm64,,False,,
r8gb.48xlarge,,,192.0,1536.0,,17.48928,9.312000,us-west-2,usw2-az2,arm64,,False,,
r8gb.48xlarge,,,192.0,1536.0,,17.48928,9.312000,us-west-2,usw2-az3,arm64,,False,,
r8gb.4xlarge,,,16.0,128.0,,1.45744,0.875900,us-east-1,use1-az2,arm64,,False,,
r8gb.4xlarge,,,16.0,128.0,,1.45744,0.700000,us-east-1,use1-az4,arm64,,False,,
r8gb.4xlarge,,,16.0,128.0,,1.45744,0.632600,us-east-1,use1-az6,arm64,,False,,
r8gb.4xlarge,,,16.0,128.0,,1.45744,0.825000,us-west-2,usw2-az1,arm64,,False,,
r8gb.4xlarge,,,16.0,128.0,,1.45744,0.660900,us-west-2,usw2-az2,arm64,,False,,
r8gb.4xlarge,,,16.0,128.0,,1.45744,0.653800,us-west-2,usw2-az3,arm64,,False,,
r8gb.8xlarge,,,32.0,256.0,,2.91488,0.850400,us-east-1,use1-az2,arm64,,False,,
r8gb.8xlarge,,,32.0,256.0,,2.91488,1.026200,us-east-1,use1-az4,arm64,,False,,
r8gb.8xlarge,,,32.0,256.0,,2.91488,1.040800,us-east-1,use1-az6,arm64,,False,,
r8gb.8xlarge,,,32.0,256.0,,2.91488,1.050800,us-west-2,usw2-az1,arm64,,False,,
r8gb.8xlarge,,,32.0,256.0,,2.91488,1.558500,us-west-2,usw2-az2,arm64,,False,,
r8gb.8xlarge,,,32.0,256.0,,2.91488,0.724000,us-west-2,usw2-az3,arm64,,False,,
r8gb.large,,,2.0,16.0,,0.18218,0.091100,us-east-1,use1-az2,arm64,,False,,
r8gb.large,,,2.0,16.0,,0.18218,0.084500,us-east-1,use1-az4,arm64,,False,,
r8gb.large,,,2.0,16.0,,0.18218,0.063900,us-east-1,use1-az6,arm64,,False,,
r8gb.large,,,2.0,16.0,,0.18218,0.057400,us-west-2,usw2-az1,arm64,,False,,
r8gb.large,,,2.0,16.0,,0.18218,0.053000,us-west-2,usw2-az2,arm64,,False,,
r8gb.large,,,2.0,16.0,,0.18218,0.046700,us-west-2,usw2-az3,arm64,,False,,
r8gb.medium,,,1.0,8.0,,0.09109,0.025600,us-east-1,use1-az2,arm64,,False,,
r8gb.medium,,,1.0,8.0,,0.09109,0.023900,us-east-1,use1-az4,arm64,,False,,
r8gb.medium,,,1.0,8.0,,0.09109,0.027400,us-east-1,use1-az6,arm64,,False,,
r8gb.medium,,,1.0,8.0,,0.09109,0.020600,us-west-2,usw2-az1,arm64,,False,,
r8gb.medium,,,1.0,8.0,,0.09109,0.016200,us-west-2,usw2-az2,arm64,,False,,
r8gb.medium,,,1.0,8.0,,0.09109,0.016200,us-west-2,usw2-az3,arm64,,False,,
r8gb.metal-24xl,,,96.0,768.0,,17.48928,4.890000,us-east-1,use1-az2,arm64,,False,,
r8gb.metal-24xl,,,96.0,768.0,,17.48928,2.151500,us-east-1,use1-az4,arm64,,False,,
r8gb.metal-24xl,,,96.0,768.0,,17.48928,4.201800,us-east-1,use1-az6,arm64,,False,,
r8gb.metal-48xl,,,192.0,1536.0,,17.48928,8.171300,us-east-1,use1-az2,arm64,,False,,
r8gb.metal-48xl,,,192.0,1536.0,,17.48928,8.171300,us-east-1,use1-az4,arm64,,False,,
r8gb.metal-48xl,,,192.0,1536.0,,17.48928,8.171300,us-east-1,use1-az6,arm64,,False,,
r8gb.xlarge,,,4.0,32.0,,0.36436,0.261800,us-east-1,use1-az2,arm64,,False,,
r8gb.xlarge,,,4.0,32.0,,0.36436,0.193800,us-east-1,use1-az4,arm64,,False,,
r8gb.xlarge,,,4.0,32.0,,0.36436,0.188600,us-east-1,use1-az6,arm64,,False,,
r8gb.xlarge,,,4.0,32.0,,0.36436,0.125400,us-west-2,usw2-az1,arm64,,False,,
r8gb.xlarge,,,4.0,32.0,,0.36436,0.143600,us-west-2,usw2-az2,arm64,,False,,
r8gb.xlarge,,,4.0,32.0,,0.36436,0.079700,us-west-2,usw2-az3,arm64,,False,,
r8gd.12xlarge,,,48.0,384.0,,4.26192,1.406600,ap-northeast-1,apne1-az1,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,4.26192,1.382100,ap-northeast-1,apne1-az2,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,4.05888,0.811900,ap-southeast-2,apse2-az1,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,4.05888,0.785000,ap-southeast-2,apse2-az2,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,4.05888,1.648600,ap-southeast-2,apse2-az3,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,3.86976,0.656600,ca-central-1,cac1-az1,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,3.86976,1.470400,ca-central-1,cac1-az2,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,3.86976,0.687000,ca-central-1,cac1-az4,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,4.23744,0.918500,eu-central-1,euc1-az1,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,4.23744,1.188700,eu-central-1,euc1-az2,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,4.23744,0.809900,eu-central-1,euc1-az3,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,3.9192,0.516000,eu-south-2,eus2-az1,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,3.9192,0.478400,eu-south-2,eus2-az2,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,3.9192,0.525300,eu-south-2,eus2-az3,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,3.9192,1.053100,eu-west-1,euw1-az1,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,3.9192,1.558900,eu-west-1,euw1-az3,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,4.13952,0.695500,eu-west-2,euw2-az1,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,4.13952,1.036100,eu-west-2,euw2-az2,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,3.52704,1.856300,us-east-1,use1-az1,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,3.52704,1.378500,us-east-1,use1-az2,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,3.52704,0.979800,us-east-1,use1-az4,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,3.52704,1.017500,us-east-1,use1-az5,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,3.52704,0.982300,us-east-1,use1-az6,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,3.52704,0.632600,us-east-2,use2-az1,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,3.52704,0.790100,us-east-2,use2-az2,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,3.52704,0.952600,us-east-2,use2-az3,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,3.52704,1.002100,us-west-2,usw2-az1,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,3.52704,0.935500,us-west-2,usw2-az2,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,3.52704,1.174800,us-west-2,usw2-az3,arm64,ssd,True,950.0,3.0
r8gd.12xlarge,,,48.0,384.0,,3.52704,1.176100,us-west-2,usw2-az4,arm64,ssd,True,950.0,3.0
r8gd.16xlarge,,,64.0,512.0,,5.68256,1.030700,ap-northeast-1,apne1-az1,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,5.68256,1.031500,ap-northeast-1,apne1-az2,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,5.41184,0.973100,ap-southeast-2,apse2-az1,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,5.41184,0.972700,ap-southeast-2,apse2-az2,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,5.41184,1.160600,ap-southeast-2,apse2-az3,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,5.15968,0.762300,ca-central-1,cac1-az1,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,5.15968,0.788700,ca-central-1,cac1-az2,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,5.15968,0.756500,ca-central-1,cac1-az4,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,5.64992,1.117700,eu-central-1,euc1-az1,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,5.64992,1.908600,eu-central-1,euc1-az2,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,5.64992,1.275200,eu-central-1,euc1-az3,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,5.2256,0.614400,eu-south-2,eus2-az1,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,5.2256,0.669100,eu-south-2,eus2-az2,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,5.2256,0.637800,eu-south-2,eus2-az3,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,5.2256,1.551500,eu-west-1,euw1-az1,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,5.2256,2.138300,eu-west-1,euw1-az3,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,5.51936,0.853800,eu-west-2,euw2-az1,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,5.51936,0.766500,eu-west-2,euw2-az2,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,4.70272,2.464000,us-east-1,use1-az1,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,4.70272,1.746900,us-east-1,use1-az2,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,4.70272,1.099900,us-east-1,use1-az4,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,4.70272,1.410600,us-east-1,use1-az5,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,4.70272,1.469200,us-east-1,use1-az6,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,4.70272,1.050400,us-east-2,use2-az1,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,4.70272,1.214700,us-east-2,use2-az2,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,4.70272,1.378900,us-east-2,use2-az3,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,4.70272,0.993200,us-west-2,usw2-az1,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,4.70272,0.944300,us-west-2,usw2-az2,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,4.70272,1.541200,us-west-2,usw2-az3,arm64,ssd,True,1900.0,2.0
r8gd.16xlarge,,,64.0,512.0,,4.70272,1.476900,us-west-2,usw2-az4,arm64,ssd,True,1900.0,2.0
r8gd.24xlarge,,,96.0,768.0,,8.52384,1.566100,ap-northeast-1,apne1-az1,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,8.52384,1.572100,ap-northeast-1,apne1-az2,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,8.11776,1.511100,ap-southeast-2,apse2-az1,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,8.11776,1.503100,ap-southeast-2,apse2-az2,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,8.11776,1.496900,ap-southeast-2,apse2-az3,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,7.73952,1.141500,ca-central-1,cac1-az1,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,7.73952,1.149600,ca-central-1,cac1-az2,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,7.73952,1.159800,ca-central-1,cac1-az4,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,8.47488,1.646700,eu-central-1,euc1-az1,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,8.47488,2.106300,eu-central-1,euc1-az2,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,8.47488,2.055100,eu-central-1,euc1-az3,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,7.8384,0.916700,eu-south-2,eus2-az1,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,7.8384,1.006500,eu-south-2,eus2-az2,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,7.8384,0.967900,eu-south-2,eus2-az3,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,7.8384,4.341900,eu-west-1,euw1-az1,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,7.8384,6.163300,eu-west-1,euw1-az3,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,8.27904,1.315300,eu-west-2,euw2-az1,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,8.27904,1.135900,eu-west-2,euw2-az2,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,7.05408,2.705400,us-east-1,use1-az1,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,7.05408,2.410200,us-east-1,use1-az2,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,7.05408,1.532900,us-east-1,use1-az4,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,7.05408,2.048900,us-east-1,use1-az5,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,7.05408,1.596800,us-east-1,use1-az6,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,7.05408,1.579600,us-east-2,use2-az1,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,7.05408,1.813500,us-east-2,use2-az2,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,7.05408,1.678600,us-east-2,use2-az3,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,7.05408,2.333300,us-west-2,usw2-az1,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,7.05408,1.815700,us-west-2,usw2-az2,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,7.05408,2.333700,us-west-2,usw2-az3,arm64,ssd,True,1900.0,3.0
r8gd.24xlarge,,,96.0,768.0,,7.05408,2.300600,us-west-2,usw2-az4,arm64,ssd,True,1900.0,3.0
r8gd.2xlarge,,,8.0,64.0,,0.71032,0.260000,ap-northeast-1,apne1-az1,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.71032,0.253200,ap-northeast-1,apne1-az2,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.67648,0.244300,ap-southeast-2,apse2-az1,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.67648,0.249900,ap-southeast-2,apse2-az2,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.67648,0.274000,ap-southeast-2,apse2-az3,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.64496,0.266600,ca-central-1,cac1-az1,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.64496,0.229900,ca-central-1,cac1-az2,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.64496,0.197200,ca-central-1,cac1-az4,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.70624,0.254100,eu-central-1,euc1-az1,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.70624,0.284400,eu-central-1,euc1-az2,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.70624,0.234500,eu-central-1,euc1-az3,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.6532,0.084500,eu-south-2,eus2-az1,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.6532,0.077700,eu-south-2,eus2-az2,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.6532,0.085100,eu-south-2,eus2-az3,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.6532,0.268600,eu-west-1,euw1-az1,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.6532,0.282000,eu-west-1,euw1-az3,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.68992,0.202100,eu-west-2,euw2-az1,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.68992,0.253400,eu-west-2,euw2-az2,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.58784,0.321500,us-east-1,use1-az1,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.58784,0.234700,us-east-1,use1-az2,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.58784,0.178400,us-east-1,use1-az4,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.58784,0.233100,us-east-1,use1-az5,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.58784,0.188200,us-east-1,use1-az6,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.58784,0.171300,us-east-2,use2-az1,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.58784,0.166900,us-east-2,use2-az2,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.58784,0.147000,us-east-2,use2-az3,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.58784,0.209500,us-west-2,usw2-az1,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.58784,0.216900,us-west-2,usw2-az2,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.58784,0.202200,us-west-2,usw2-az3,arm64,ssd,True,474.0,1.0
r8gd.2xlarge,,,8.0,64.0,,0.58784,0.175900,us-west-2,usw2-az4,arm64,ssd,True,474.0,1.0
r8gd.48xlarge,,,192.0,1536.0,,17.04768,2.948100,ap-northeast-1,apne1-az1,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,17.04768,2.873100,ap-northeast-1,apne1-az2,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,16.23552,2.874000,ap-southeast-2,apse2-az1,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,16.23552,2.858100,ap-southeast-2,apse2-az2,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,16.23552,2.864400,ap-southeast-2,apse2-az3,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,15.47904,2.294700,ca-central-1,cac1-az1,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,15.47904,2.324700,ca-central-1,cac1-az2,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,15.47904,2.305900,ca-central-1,cac1-az4,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,16.94976,5.253700,eu-central-1,euc1-az1,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,16.94976,3.794000,eu-central-1,euc1-az2,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,16.94976,4.693700,eu-central-1,euc1-az3,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,15.6768,1.813000,eu-south-2,eus2-az1,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,15.6768,2.108200,eu-south-2,eus2-az2,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,15.6768,2.127300,eu-south-2,eus2-az3,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,15.6768,10.199100,eu-west-1,euw1-az1,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,15.6768,12.401400,eu-west-1,euw1-az3,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,16.55808,2.640000,eu-west-2,euw2-az1,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,16.55808,2.300300,eu-west-2,euw2-az2,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,14.10816,4.226500,us-east-1,use1-az1,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,14.10816,4.817800,us-east-1,use1-az2,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,14.10816,3.470700,us-east-1,use1-az4,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,14.10816,5.223300,us-east-1,use1-az5,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,14.10816,4.024700,us-east-1,use1-az6,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,14.10816,3.526000,us-east-2,use2-az1,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,14.10816,3.429900,us-east-2,use2-az2,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,14.10816,4.595400,us-east-2,use2-az3,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,14.10816,5.874500,us-west-2,usw2-az1,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,14.10816,6.198100,us-west-2,usw2-az2,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,14.10816,5.416900,us-west-2,usw2-az3,arm64,ssd,True,1900.0,6.0
r8gd.48xlarge,,,192.0,1536.0,,14.10816,2.632600,us-west-2,usw2-az4,arm64,ssd,True,1900.0,6.0
