InstanceType,AcceleratorName,AcceleratorCount,vCPUs,MemoryGiB,GpuInfo,Region,SpotPrice,Price,AvailabilityZone
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,US,,5.58,US-TX-2
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,US,,5.58,US-TX-3
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,US,,5.58,US-TX-4
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,US,,5.58,US-WA-1
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,CA,,11.16,CA-MTL-1
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,CA,,11.16,CA-MTL-2
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,CA,,11.16,CA-MTL-3
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,CZ,,11.16,EU-CZ-1
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,IS,,11.16,EUR-IS-1
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,IS,,11.16,EUR-IS-2
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,IS,,11.16,EUR-IS-3
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,NL,,11.16,EU-NL-1
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,NO,,11.16,EU-SE-1
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,RO,,11.16,EU-RO-1
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,SE,,11.16,EU-SE-1
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,US,,11.16,US-CA-1
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,US,,11.16,US-CA-2
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,US,,11.16,US-DE-1
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,US,,11.16,US-GA-1
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,US,,11.16,US-GA-2
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,US,,11.16,US-IL-1
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,US,,11.16,US-KS-1
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,US,,11.16,US-KS-2
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,US,,11.16,US-NC-1
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,US,,11.16,US-TX-1
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,US,,11.16,US-TX-2
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,US,,11.16,US-TX-3
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,US,,11.16,US-TX-4
4x_H100-NVL_SECURE,H100-NVL,4.0,64.0,376.0,H100-NVL,US,,11.16,US-WA-1
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,CA,,22.32,CA-MTL-1
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,CA,,22.32,CA-MTL-2
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,CA,,22.32,CA-MTL-3
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,CZ,,22.32,EU-CZ-1
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,IS,,22.32,EUR-IS-1
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,IS,,22.32,EUR-IS-2
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,IS,,22.32,EUR-IS-3
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,NL,,22.32,EU-NL-1
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,NO,,22.32,EU-SE-1
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,RO,,22.32,EU-RO-1
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,SE,,22.32,EU-SE-1
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,US,,22.32,US-CA-1
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,US,,22.32,US-CA-2
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,US,,22.32,US-DE-1
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,US,,22.32,US-GA-1
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,US,,22.32,US-GA-2
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,US,,22.32,US-IL-1
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,US,,22.32,US-KS-1
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,US,,22.32,US-KS-2
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,US,,22.32,US-NC-1
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,US,,22.32,US-TX-1
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,US,,22.32,US-TX-2
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,US,,22.32,US-TX-3
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,US,,22.32,US-TX-4
8x_H100-NVL_SECURE,H100-NVL,8.0,128.0,752.0,H100-NVL,US,,22.32,US-WA-1
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,CA,,7.99,CA-MTL-1
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,CA,,7.99,CA-MTL-2
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,CA,,7.99,CA-MTL-3
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,CZ,,7.99,EU-CZ-1
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,IS,,7.99,EUR-IS-1
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,IS,,7.99,EUR-IS-2
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,IS,,7.99,EUR-IS-3
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,NL,,7.99,EU-NL-1
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,NO,,7.99,EU-SE-1
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,RO,,7.99,EU-RO-1
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,SE,,7.99,EU-SE-1
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,US,,7.99,US-CA-1
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,US,,7.99,US-CA-2
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,US,,7.99,US-DE-1
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,US,,7.99,US-GA-1
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,US,,7.99,US-GA-2
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,US,,7.99,US-IL-1
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,US,,7.99,US-KS-1
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,US,,7.99,US-KS-2
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,US,,7.99,US-NC-1
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,US,,7.99,US-TX-1
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,US,,7.99,US-TX-2
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,US,,7.99,US-TX-3
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,US,,7.99,US-TX-4
1x_B200_SECURE,B200,1.0,36.0,180.0,B200,US,,7.99,US-WA-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,CA,,15.98,CA-MTL-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,CA,,15.98,CA-MTL-2
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,CA,,15.98,CA-MTL-3
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,CZ,,15.98,EU-CZ-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,IS,,15.98,EUR-IS-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,IS,,15.98,EUR-IS-2
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,IS,,15.98,EUR-IS-3
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,NL,,15.98,EU-NL-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,NO,,15.98,EU-SE-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,RO,,15.98,EU-RO-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,SE,,15.98,EU-SE-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-CA-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-CA-2
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-DE-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-GA-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-GA-2
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-IL-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-KS-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-KS-2
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-NC-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-TX-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-TX-2
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-TX-3
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-TX-4
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-WA-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-CA-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-CA-2
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-DE-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-GA-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-GA-2
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-IL-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-KS-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-KS-2
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-NC-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-TX-1
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-TX-2
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-TX-3
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-TX-4
2x_B200_SECURE,B200,2.0,72.0,360.0,B200,US,,15.98,US-WA-1
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,CA,,31.96,CA-MTL-1
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,CA,,31.96,CA-MTL-2
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,CA,,31.96,CA-MTL-3
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,CZ,,31.96,EU-CZ-1
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,IS,,31.96,EUR-IS-1
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,IS,,31.96,EUR-IS-2
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,IS,,31.96,EUR-IS-3
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,NL,,31.96,EU-NL-1
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,NO,,31.96,EU-SE-1
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,RO,,31.96,EU-RO-1
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,SE,,31.96,EU-SE-1
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,US,,31.96,US-CA-1
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,US,,31.96,US-CA-2
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,US,,31.96,US-DE-1
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,US,,31.96,US-GA-1
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,US,,31.96,US-GA-2
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,US,,31.96,US-IL-1
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,US,,31.96,US-KS-1
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,US,,31.96,US-KS-2
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,US,,31.96,US-NC-1
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,US,,31.96,US-TX-1
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,US,,31.96,US-TX-2
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,US,,31.96,US-TX-3
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,US,,31.96,US-TX-4
4x_B200_SECURE,B200,4.0,144.0,720.0,B200,US,,31.96,US-WA-1
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,CA,,63.92,CA-MTL-1
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,CA,,63.92,CA-MTL-2
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,CA,,63.92,CA-MTL-3
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,CZ,,63.92,EU-CZ-1
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,IS,,63.92,EUR-IS-1
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,IS,,63.92,EUR-IS-2
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,IS,,63.92,EUR-IS-3
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,NL,,63.92,EU-NL-1
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,NO,,63.92,EU-SE-1
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,RO,,63.92,EU-RO-1
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,SE,,63.92,EU-SE-1
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,US,,63.92,US-CA-1
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,US,,63.92,US-CA-2
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,US,,63.92,US-DE-1
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,US,,63.92,US-GA-1
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,US,,63.92,US-GA-2
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,US,,63.92,US-IL-1
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,US,,63.92,US-KS-1
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,US,,63.92,US-KS-2
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,US,,63.92,US-NC-1
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,US,,63.92,US-TX-1
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,US,,63.92,US-TX-2
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,US,,63.92,US-TX-3
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,US,,63.92,US-TX-4
8x_B200_SECURE,B200,8.0,288.0,1440.0,B200,US,,63.92,US-WA-1
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,CA,,2.49,CA-MTL-1
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,CA,,2.49,CA-MTL-2
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,CA,,2.49,CA-MTL-3
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,CZ,,2.49,EU-CZ-1
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,IS,,2.49,EUR-IS-1
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,IS,,2.49,EUR-IS-2
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,IS,,2.49,EUR-IS-3
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,NL,,2.49,EU-NL-1
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,NO,,2.49,EU-SE-1
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,RO,,2.49,EU-RO-1
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,SE,,2.49,EU-SE-1
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,US,,2.49,US-CA-1
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,US,,2.49,US-CA-2
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,US,,2.49,US-DE-1
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,US,,2.49,US-GA-1
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,US,,2.49,US-GA-2
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,US,,2.49,US-IL-1
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,US,,2.49,US-KS-1
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,US,,2.49,US-KS-2
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,US,,2.49,US-NC-1
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,US,,2.49,US-TX-1
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,US,,2.49,US-TX-2
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,US,,2.49,US-TX-3
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,US,,2.49,US-TX-4
1x_MI300X_SECURE,MI300X,1.0,24.0,192.0,MI300X,US,,2.49,US-WA-1
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,CA,,4.98,CA-MTL-1
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,CA,,4.98,CA-MTL-2
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,CA,,4.98,CA-MTL-3
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,CZ,,4.98,EU-CZ-1
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,IS,,4.98,EUR-IS-1
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,IS,,4.98,EUR-IS-2
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,IS,,4.98,EUR-IS-3
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,NL,,4.98,EU-NL-1
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,NO,,4.98,EU-SE-1
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,RO,,4.98,EU-RO-1
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,SE,,4.98,EU-SE-1
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,US,,4.98,US-CA-1
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,US,,4.98,US-CA-2
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,US,,4.98,US-DE-1
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,US,,4.98,US-GA-1
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,US,,4.98,US-GA-2
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,US,,4.98,US-IL-1
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,US,,4.98,US-KS-1
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,US,,4.98,US-KS-2
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,US,,4.98,US-NC-1
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,US,,4.98,US-TX-1
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,US,,4.98,US-TX-2
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,US,,4.98,US-TX-3
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,US,,4.98,US-TX-4
2x_MI300X_SECURE,MI300X,2.0,48.0,384.0,MI300X,US,,4.98,US-WA-1
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,CA,,9.96,CA-MTL-1
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,CA,,9.96,CA-MTL-2
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,CA,,9.96,CA-MTL-3
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,CZ,,9.96,EU-CZ-1
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,IS,,9.96,EUR-IS-1
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,IS,,9.96,EUR-IS-2
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,IS,,9.96,EUR-IS-3
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,NL,,9.96,EU-NL-1
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,NO,,9.96,EU-SE-1
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,RO,,9.96,EU-RO-1
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,SE,,9.96,EU-SE-1
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,US,,9.96,US-CA-1
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,US,,9.96,US-CA-2
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,US,,9.96,US-DE-1
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,US,,9.96,US-GA-1
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,US,,9.96,US-GA-2
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,US,,9.96,US-IL-1
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,US,,9.96,US-KS-1
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,US,,9.96,US-KS-2
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,US,,9.96,US-NC-1
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,US,,9.96,US-TX-1
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,US,,9.96,US-TX-2
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,US,,9.96,US-TX-3
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,US,,9.96,US-TX-4
4x_MI300X_SECURE,MI300X,4.0,96.0,768.0,MI300X,US,,9.96,US-WA-1
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,CA,,19.92,CA-MTL-1
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,CA,,19.92,CA-MTL-2
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,CA,,19.92,CA-MTL-3
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,CZ,,19.92,EU-CZ-1
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,IS,,19.92,EUR-IS-1
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,IS,,19.92,EUR-IS-2
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,IS,,19.92,EUR-IS-3
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,NL,,19.92,EU-NL-1
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,NO,,19.92,EU-SE-1
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,RO,,19.92,EU-RO-1
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,SE,,19.92,EU-SE-1
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,US,,19.92,US-CA-1
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,US,,19.92,US-CA-2
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,US,,19.92,US-DE-1
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,US,,19.92,US-GA-1
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,US,,19.92,US-GA-2
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,US,,19.92,US-IL-1
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,US,,19.92,US-KS-1
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,US,,19.92,US-KS-2
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,US,,19.92,US-NC-1
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,US,,19.92,US-TX-1
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,US,,19.92,US-TX-2
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,US,,19.92,US-TX-3
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,US,,19.92,US-TX-4
8x_MI300X_SECURE,MI300X,8.0,192.0,1536.0,MI300X,US,,19.92,US-WA-1
